Team,player_name,Player Type,batting_t20_m,batting_t20_inn,batting_t20_runs,batting_t20_bf,batting_t20_hs,batting_t20_avg,batting_t20_sr,batting_t20_no,batting_t20_4s,batting_t20_6s,batting_t20_50,batting_t20_100,batting_t20_200,bowling_t20_m,bowling_t20_inn,bowling_t20_b,bowling_t20_runs,bowling_t20_wkts,bowling_t20_avg,bowling_t20_econ,bowling_t20_sr,bowling_t20_bbi,bowling_t20_bbm,bowling_t20_5w,bowling_t20_10w,batting_ipl_m,batting_ipl_inn,batting_ipl_runs,batting_ipl_bf,batting_ipl_hs,batting_ipl_avg,batting_ipl_sr,batting_ipl_no,batting_ipl_4s,batting_ipl_6s,batting_ipl_50,batting_ipl_100,batting_ipl_200,bowling_ipl_m,bowling_ipl_inn,bowling_ipl_b,bowling_ipl_runs,bowling_ipl_wkts,bowling_ipl_avg,bowling_ipl_econ,bowling_ipl_sr,bowling_ipl_bbi,bowling_ipl_bbm,bowling_ipl_5w,bowling_ipl_10w,boundary_ratio,batting_consistency,economy_impact,strike_power,is_allrounder
LSG,Ayush Badoni,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,47.0,39.0,715.0,536.0,59.0,23.83,133.4,9.0,52.0,27.0,4.0,0.0,0.0,47.0,5.0,25.0,36.0,2.0,18.0,8.64,12.5,1/5,1/5,0.0,0.0,0.14738805970149255,0.1786356821589205,0.23148148148148145,0.16,0
LSG,Aryan Juyal,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
LSG,Mohsin Khan,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,24.0,5.0,25.0,24.0,13.0,8.33,104.17,2.0,2.0,1.0,0.0,0.0,0.0,24.0,23.0,486.0,689.0,27.0,25.52,8.51,18.0,4/16,4/16,0.0,0.0,0.125,0.0799654411058846,3.172737955346651,1.5,0
LSG,Matthew Breetzke,BAT,10,10.0,151.0,123.0,51.0,16.78,122.77,1.0,13.0,6.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
LSG,Manimaran Siddharth,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,96.0,138.0,3.0,46.0,8.63,32.0,2/39,2/39,0.0,0.0,0.0,0.0,0.34762456546929316,0.09375,0
LSG,Rishabh Pant,WK,76,66.0,1209.0,949.0,65.0,23.25,127.4,14.0,111.0,44.0,3.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,116.0,114.0,3303.0,2237.0,128.0,34.05,147.66,17.0,296.0,155.0,18.0,1.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.2016092981671882,0.23059731816334822,0.0,0.0,0
LSG,Himmat Singh,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
LSG,Aiden Markram,ALL,57,53.0,1367.0,950.0,70.0,30.38,143.9,8.0,123.0,56.0,9.0,0.0,0.0,57.0,30.0,342.0,487.0,13.0,37.46,8.54,26.31,3/21,3/21,0.0,0.0,49.0,47.0,1139.0,868.0,68.0,29.97,131.23,9.0,84.0,43.0,6.0,0.0,0.0,49.0,14.0,121.0,172.0,2.0,86.0,8.53,60.5,1/8,1/8,0.0,0.0,0.14631336405529954,0.22837765754781683,0.2344665885111372,0.03305785123966942,0
LSG,Avesh Khan,BOWL,25,5.0,27.0,20.0,16.0,13.5,135.0,3.0,3.0,1.0,0.0,0.0,0.0,25.0,24.0,499.0,752.0,27.0,27.85,9.04,18.48,4/18,4/18,0.0,0.0,66.0,12.0,43.0,26.0,12.0,21.5,165.39,10.0,3.0,3.0,0.0,0.0,0.0,66.0,66.0,1425.0,2134.0,77.0,27.71,8.99,18.51,4/24,4/24,0.0,0.0,0.23076923076923078,0.12999576757966022,8.565072302558399,4.159913560237709,0
LSG,Nicholas Pooran,WK,106,97.0,2275.0,1668.0,98.0,26.15,136.4,10.0,152.0,149.0,13.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,81.0,78.0,2057.0,1218.0,87.0,34.86,168.89,19.0,137.0,151.0,12.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.23645320197044334,0.2064065367991,0.0,0.0,0
LSG,David Miller,BAT,130,114.0,2593.0,1842.0,106.0,33.24,140.78,36.0,168.0,130.0,8.0,2.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,135.0,129.0,3014.0,2162.0,101.0,36.31,139.41,46.0,216.0,137.0,13.0,1.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.16327474560592045,0.26045477368911846,0.0,0.0,0
LSG,Mitchell Marsh,BAT,65,62.0,1629.0,1203.0,92.0,31.94,135.42,11.0,139.0,76.0,9.0,0.0,0.0,65.0,25.0,300.0,387.0,17.0,22.76,7.74,17.65,3/24,3/24,0.0,0.0,47.0,41.0,930.0,668.0,89.0,23.85,139.23,2.0,76.0,53.0,7.0,0.0,0.0,47.0,34.0,560.0,795.0,37.0,21.49,8.52,15.14,4/25,4/25,0.0,0.0,0.19311377245508982,0.1712992889463478,4.342723004694836,2.4438573315719947,1
MI,Bevon Jacobs,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
MI,Naman Dhir,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,12.0,11.0,232.0,132.0,62.0,25.78,175.76,2.0,21.0,14.0,1.0,0.0,0.0,12.0,4.0,46.0,67.0,0.0,0.0,8.74,0.0,0/12,0/12,0.0,0.0,0.26515151515151514,0.1466772872098316,0.0,0.0,0
MI,Robin Minz,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,2.0,2.0,6.0,15.0,3.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.075,0.0,0.0,0
MI,Raj Angad Bawa,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,3.0,2.0,11.0,14.0,11.0,5.5,78.58,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.07142857142857142,0.06999236446933062,0.0,0.0,0
MI,Vignesh Puthur,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,66.0,94.0,6.0,15.67,8.55,11.0,3/32,3/32,0.0,0.0,0.0,0.0,0.7017543859649122,0.5454545454545454,0
MI,Satyanarayana Raju,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,53.0,1.0,53.0,13.25,24.0,1/40,1/40,0.0,0.0,0.0,0.0,0.07547169811320754,0.041666666666666664,0
MI,Ashwani Kumar,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,36.0,63.0,5.0,12.6,10.5,7.2,4/24,4/24,0.0,0.0,0.0,0.0,0.47619047619047616,0.6944444444444444,0
MI,Tilak Varma,BAT,25,24.0,749.0,483.0,120.0,49.93,155.08,9.0,61.0,43.0,3.0,2.0,0.0,25.0,3.0,30.0,26.0,2.0,13.0,5.2,15.0,1/5,1/5,0.0,0.0,43.0,42.0,1307.0,903.0,84.0,39.61,144.74,9.0,101.0,65.0,7.0,0.0,0.0,43.0,4.0,22.0,28.0,0.0,0.0,7.64,0.0,0/6,0/6,0.0,0.0,0.18383167220376523,0.2736631200773801,0.0,0.0,0
MI,KL Shrijith,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
MI,Mujeeb-ur-Rahman,BOWL,49,14.0,54.0,44.0,21.0,9.0,122.73,8.0,6.0,3.0,0.0,0.0,0.0,49.0,49.0,1080.0,1141.0,63.0,18.11,6.34,17.14,5/20,5/20,1.0,0.0,20.0,7.0,12.0,15.0,10.0,4.0,80.0,4.0,2.0,0.0,0.0,0.0,0.0,20.0,20.0,446.0,620.0,20.0,31.0,8.34,22.3,3/27,3/27,0.0,0.0,0.13333333333333333,0.05,2.3980815347721824,0.8968609865470851,0
MI,Ryan Rickelton,WK,13,13.0,263.0,195.0,76.0,20.23,134.88,0.0,18.0,16.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,5.0,5.0,108.0,72.0,62.0,27.0,150.0,1.0,14.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.2638888888888889,0.18,0.0,0.0,0
MI,Arjun Tendulkar,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,5.0,1.0,13.0,9.0,13.0,13.0,144.45,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,73.0,114.0,3.0,38.0,9.37,24.33,1/9,1/9,0.0,0.0,0.1111111111111111,0.08999653859466944,0.32017075773746,0.12330456226880396,0
MI,Will Jacks,ALL,23,21.0,383.0,280.0,40.0,18.24,136.79,0.0,40.0,15.0,0.0,0.0,0.0,23.0,3.0,18.0,41.0,1.0,41.0,13.67,18.0,1/5,1/5,0.0,0.0,12.0,12.0,284.0,180.0,100.0,25.82,157.78,1.0,20.0,20.0,1.0,1.0,0.0,12.0,7.0,84.0,142.0,3.0,47.33,10.14,28.0,1/23,1/23,0.0,0.0,0.2222222222222222,0.16364558245658511,0.29585798816568043,0.10714285714285714,0
MI,Hardik Pandya,ALL,114,90.0,1812.0,1279.0,71.0,27.88,141.68,25.0,135.0,95.0,5.0,0.0,0.0,114.0,102.0,1817.0,2485.0,94.0,26.44,8.21,19.33,4/16,4/16,0.0,0.0,141.0,131.0,2606.0,1782.0,91.0,28.96,146.25,41.0,195.0,141.0,10.0,0.0,0.0,141.0,97.0,1502.0,2270.0,74.0,30.68,9.07,20.3,5/36,5/36,1.0,0.0,0.18855218855218855,0.19801709401709403,8.158765159867695,3.645320197044335,1
MI,Mitchell Santner,ALL,109,74.0,725.0,603.0,77.0,16.86,120.24,31.0,55.0,24.0,1.0,0.0,0.0,109.0,107.0,2268.0,2661.0,120.0,22.18,7.04,18.9,4/11,4/11,0.0,0.0,23.0,15.0,109.0,99.0,22.0,13.63,110.11,7.0,6.0,6.0,0.0,0.0,0.0,23.0,23.0,465.0,574.0,16.0,35.88,7.41,29.06,2/13,2/13,0.0,0.0,0.12121212121212122,0.12378530560348742,2.1592442645074224,0.5505849965588437,0
MI,Reece Topley,BOWL,35,10.0,17.0,20.0,9.0,8.5,85.0,8.0,1.0,0.0,0.0,0.0,0.0,35.0,35.0,706.0,978.0,33.0,29.64,8.31,21.39,3/22,3/22,0.0,0.0,5.0,1.0,3.0,6.0,3.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,102.0,182.0,5.0,36.4,10.71,20.4,2/27,2/27,0.0,0.0,0.0,0.0,0.46685340802987857,0.2450980392156863,0
MI,Corbin Bosch,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
MI,Jasprit Bumrah,BOWL,70,8.0,8.0,14.0,7.0,2.67,57.15,5.0,1.0,0.0,0.0,0.0,0.0,70.0,69.0,1509.0,1579.0,89.0,17.74,6.28,16.96,3/7,3/7,0.0,0.0,134.0,31.0,68.0,79.0,16.0,9.71,86.08,24.0,5.0,1.0,0.0,0.0,0.0,134.0,134.0,3077.0,3745.0,165.0,22.7,7.3,18.65,5/10,5/10,2.0,0.0,0.0759493670886076,0.11280204460966543,22.602739726027394,8.847184986595176,0
MI,Trent Boult,BOWL,61,15.0,58.0,64.0,16.0,8.29,90.63,8.0,3.0,2.0,0.0,0.0,0.0,61.0,61.0,1389.0,1779.0,83.0,21.43,7.68,16.73,4/13,4/13,0.0,0.0,108.0,29.0,85.0,81.0,17.0,9.44,104.94,20.0,5.0,3.0,0.0,0.0,0.0,108.0,108.0,2445.0,3399.0,126.0,26.98,8.34,19.4,4/18,4/18,0.0,0.0,0.09876543209876543,0.08995616542786354,15.107913669064748,6.494845360824743,0
MI,Suryakumar Yadav,BAT,83,79.0,2598.0,1555.0,117.0,38.21,167.08,11.0,237.0,146.0,21.0,4.0,0.0,83.0,1.0,6.0,5.0,2.0,2.5,5.0,3.0,2/5,2/5,0.0,0.0,155.0,140.0,3793.0,2605.0,103.0,32.7,145.61,24.0,405.0,138.0,25.0,2.0,0.0,155.0,1.0,6.0,8.0,0.0,0.0,8.0,0.0,0/8,0/8,0.0,0.0,0.20844529750479845,0.22457248815328618,0.0,0.0,0
MI,Deepak Chahar,BOWL,25,7.0,53.0,28.0,31.0,26.5,189.29,5.0,4.0,4.0,0.0,0.0,0.0,25.0,25.0,540.0,747.0,31.0,24.1,8.3,17.42,6/7,6/7,1.0,0.0,86.0,15.0,108.0,75.0,39.0,13.5,144.0,7.0,4.0,8.0,0.0,0.0,0.0,86.0,86.0,1741.0,2349.0,81.0,29.0,8.1,21.49,4/13,4/13,0.0,0.0,0.16,0.09375,10.0,3.7691949744067013,0
MI,Karn Sharma,BOWL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,28.0,1.0,28.0,7.0,24.0,1/28,1/28,0.0,0.0,84.0,40.0,351.0,294.0,39.0,13.5,119.39,14.0,20.0,17.0,0.0,0.0,0.0,84.0,82.0,1495.0,2087.0,76.0,27.46,8.38,19.67,4/16,4/16,0.0,0.0,0.12585034013605442,0.11307479688416115,9.069212410501192,3.8637519064565327,1
MI,Rohit Sharma,BAT,159,151.0,4231.0,3003.0,121.0,31.34,140.9,16.0,383.0,205.0,32.0,5.0,0.0,159.0,9.0,68.0,113.0,1.0,113.0,9.97,68.0,1/22,1/22,0.0,0.0,261.0,256.0,6666.0,5083.0,109.0,29.37,131.15,29.0,603.0,282.0,43.0,2.0,0.0,261.0,32.0,339.0,453.0,15.0,30.2,8.02,22.6,4/6,4/6,0.0,0.0,0.17410977769034036,0.22394205108654214,1.8703241895261846,0.663716814159292,1
PBKS,Musheer Khan,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
PBKS,Harnoor Singh Pannu,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
PBKS,Pyla Avinash,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
PBKS,Suryansh Shedge,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.04,0.0,0.0,0
PBKS,Harpreet Brar,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,41.0,24.0,233.0,190.0,29.0,21.18,122.64,13.0,19.0,9.0,0.0,0.0,0.0,41.0,39.0,679.0,895.0,25.0,35.8,7.91,27.16,4/30,4/30,0.0,0.0,0.14736842105263157,0.17270058708414873,3.16055625790139,0.9204712812960235,1
PBKS,Priyansh Arya,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,4.0,4.0,158.0,75.0,103.0,39.5,210.67,0.0,15.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.3466666666666667,0.18749703327478998,0.0,0.0,0
PBKS,Kuldeep Sen,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,12.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,241.0,387.0,14.0,27.64,9.63,17.21,4/20,4/20,0.0,0.0,0.0,0.0,1.4537902388369677,0.8134805345729227,0
PBKS,Marco Jansen,ALL,17,12.0,166.0,111.0,54.0,18.44,149.55,3.0,13.0,11.0,1.0,0.0,0.0,17.0,17.0,373.0,506.0,16.0,31.63,8.14,23.31,3/16,3/16,0.0,0.0,25.0,15.0,103.0,91.0,34.0,12.88,113.19,7.0,7.0,4.0,0.0,0.0,0.0,25.0,25.0,546.0,880.0,23.0,38.26,9.67,23.74,3/25,3/25,0.0,0.0,0.12087912087912088,0.11379097093382809,2.378490175801448,0.9688289806234205,0
PBKS,Nehal Wadhera,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,23.0,19.0,464.0,323.0,64.0,27.29,143.66,2.0,39.0,26.0,3.0,0.0,0.0,23.0,1.0,12.0,13.0,0.0,0.0,6.5,0.0,0/13,0/13,0.0,0.0,0.20123839009287925,0.18996241124878185,0.0,0.0,0
PBKS,Prabhsimran Singh,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,38.0,38.0,847.0,577.0,103.0,22.29,146.8,0.0,90.0,44.0,4.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.2322357019064125,0.1518392370572207,0.0,0.0,0
PBKS,Aaron Hardie,ALL,13,8.0,128.0,99.0,28.0,21.33,129.3,2.0,15.0,3.0,0.0,0.0,0.0,13.0,10.0,180.0,250.0,10.0,25.0,8.33,18.0,3/21,3/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
PBKS,Arshdeep Singh,BOWL,63,21.0,71.0,61.0,12.0,8.88,116.4,13.0,6.0,3.0,0.0,0.0,0.0,63.0,63.0,1310.0,1812.0,99.0,18.3,8.3,13.23,4/9,4/9,0.0,0.0,69.0,13.0,30.0,45.0,10.0,5.0,66.67,7.0,4.0,0.0,0.0,0.0,0.0,69.0,69.0,1460.0,2205.0,82.0,26.89,9.06,17.8,5/32,5/32,1.0,0.0,0.08888888888888889,0.07499625018749062,9.050772626931566,4.606741573033708,0
PBKS,Azmatullah Omarzai,ALL,47,37.0,474.0,427.0,34.0,14.36,111.01,4.0,30.0,18.0,0.0,0.0,0.0,47.0,42.0,670.0,935.0,31.0,30.16,8.37,21.61,4/9,4/9,0.0,0.0,8.0,5.0,58.0,48.0,17.0,11.6,120.84,0.0,4.0,3.0,0.0,0.0,0.0,8.0,8.0,138.0,215.0,4.0,53.75,9.35,34.5,2/27,2/27,0.0,0.0,0.14583333333333334,0.09599470374048327,0.42780748663101603,0.11594202898550725,0
PBKS,Vishnu Vinod,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,6.0,6.0,56.0,57.0,30.0,9.33,98.25,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.10526315789473684,0.0949618320610687,0.0,0.0,0
PBKS,Xavier Bartlett,BOWL,7,2.0,5.0,10.0,5.0,2.5,50.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,142.0,162.0,11.0,14.73,6.85,12.91,3/13,3/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
PBKS,Shashank Singh,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,28.0,22.0,529.0,327.0,68.0,44.08,161.78,10.0,41.0,30.0,3.0,0.0,0.0,28.0,3.0,18.0,25.0,1.0,25.0,8.33,18.0,1/5,1/5,0.0,0.0,0.21712538226299694,0.27246878476944,0.12004801920768307,0.05555555555555555,0
PBKS,Lockie Ferguson,BOWL,43,15.0,29.0,36.0,14.0,3.63,80.56,7.0,0.0,2.0,0.0,0.0,0.0,43.0,43.0,919.0,1087.0,64.0,16.98,7.1,14.36,5/21,5/21,1.0,0.0,48.0,11.0,72.0,47.0,24.0,24.0,153.2,8.0,7.0,2.0,0.0,0.0,0.0,48.0,48.0,1021.0,1529.0,51.0,29.98,8.99,20.02,4/28,4/28,0.0,0.0,0.19148936170212766,0.1566579634464752,5.672969966629588,2.5474525474525476,0
PBKS,Josh Inglis,WK,29,28.0,706.0,450.0,110.0,30.7,156.89,5.0,67.0,28.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
PBKS,Vyshak Vijaykumar,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,12.0,4.0,14.0,12.0,13.0,7.0,116.67,2.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,249.0,423.0,13.0,32.54,10.19,19.15,3/20,3/20,0.0,0.0,0.08333333333333333,0.05999828576326391,1.2757605495583906,0.6788511749347259,0
